Financial Year,Reporting Period,Activity Month,Organisation breakdown,Org Code,Org Name,Region Code,Region Name,Specific acute specialties: Ordinary Elective,Specific acute specialties: Daycase Elective,Specific acute specialties: Elective total,Specific acute specialties: Non-Elective,Specific acute specialties: First attendances seen - GP referrals,Specific acute specialties: First attendances seen - other referrals,Specific acute specialties: First attendances seen total,Specific acute specialties: First attendances DNA,Specific acute specialties: Subsequent attendances seen,Specific acute specialties: Subsequent attendances DNA,All specialties: Ordinary Elective,All specialties: Daycase Elective,All specialties: Elective total,All specialties: Non-Elective,All specialties: First attendances seen - GP referrals,All specialties: First attendances seen - other referrals,All specialties: First attendances seen total,All specialties: First attendances DNA,All specialties: Subsequent attendances seen,All specialties: Subsequent attendances DNA
2020-21,4,Apr-20,Provider,NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Y56,LONDON COMMISSIONING REGION,*,25,30,0,25,*,25,*,370,30,*,25,30,0,25,*,25,*,370,30
2020-21,4,Apr-20,Provider,NT412,BMI - THE DROITWICH SPA HOSPITAL,Y60,MIDLANDS COMMISSIONING REGION,*,75,85,0,0,0,0,0,350,10,*,75,85,0,0,0,0,0,350,10
2020-21,4,Apr-20,Provider,NT416,BMI - HENDON HOSPITAL,Y56,LONDON COMMISSIONING REGION,*,0,*,0,120,10,130,10,605,*,*,0,*,0,120,10,130,10,605,*
2020-21,4,Apr-20,Provider,NT417,BMI - GORING HALL HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,*,*,0,40,0,40,35,535,*,0,*,*,0,40,0,40,35,535,*
2020-21,4,Apr-20,Provider,NT418,BMI - THE HAMPSHIRE CLINIC,Y59,SOUTH EAST COMMISSIONING REGION,60,70,130,0,100,0,100,35,475,10,60,70,130,0,100,0,100,35,475,10
2020-21,4,Apr-20,Provider,NT419,BMI - THE HARBOUR HOSPITAL,Y58,SOUTH WEST COMMISSIONING REGION,25,170,195,0,0,0,0,0,200,0,25,170,195,0,0,0,0,0,200,0
2020-21,4,Apr-20,Provider,NT420,BMI - THE HIGHFIELD HOSPITAL,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,*,0,*,0,385,20,0,0,0,0,*,0,*,0,385,20
2020-21,4,Apr-20,Provider,NT421,BMI - THE KINGS OAK HOSPITAL,Y56,LONDON COMMISSIONING REGION,0,0,0,0,195,*,200,35,300,10,0,0,0,0,195,*,200,35,300,10
2020-21,4,Apr-20,Provider,NT422,BMI - THE LONDON INDEPENDENT HOSPITAL,Y56,LONDON COMMISSIONING REGION,45,*,50,0,15,0,15,95,1060,110,45,*,50,0,15,0,15,95,1060,110
2020-21,4,Apr-20,Provider,NT423,BMI - THE MANOR HOSPITAL,Y61,EAST OF ENGLAND COMMISSIONING REGION,*,0,*,0,0,0,0,0,135,*,*,0,*,0,0,0,0,0,135,*
2020-21,4,Apr-20,Provider,NT424,BMI - THE MERIDEN HOSPITAL,Y60,MIDLANDS COMMISSIONING REGION,15,130,145,0,*,0,*,135,530,10,15,130,145,0,*,0,*,135,530,10
2020-21,4,Apr-20,Provider,NT427,BMI - THE PARK HOSPITAL,Y60,MIDLANDS COMMISSIONING REGION,135,40,170,0,85,*,90,45,345,*,135,40,170,0,85,*,90,45,345,*
2020-21,4,Apr-20,Provider,NT428,BMI - THE PRINCESS MARGARET HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,245,245,0,0,0,0,*,50,*,0,245,245,0,0,0,0,*,50,*
2020-21,4,Apr-20,Provider,NT429,BMI - THE PRIORY HOSPITAL,Y60,MIDLANDS COMMISSIONING REGION,105,*,105,0,0,0,0,*,505,20,105,*,105,0,0,0,0,*,505,20
2020-21,4,Apr-20,Provider,NT430,BMI - THE RIDGEWAY HOSPITAL,Y58,SOUTH WEST COMMISSIONING REGION,20,30,55,0,95,605,700,15,710,15,20,30,55,0,95,605,700,15,710,15
2020-21,4,Apr-20,Provider,NT431,BMI - THE RUNNYMEDE HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,250,75,325,0,*,0,*,0,145,0,250,75,325,0,*,0,*,0,145,0
2020-21,4,Apr-20,Provider,NT432,BMI - THE SANDRINGHAM HOSPITAL,Y61,EAST OF ENGLAND COMMISSIONING REGION,50,75,125,0,25,0,25,*,90,0,50,75,125,0,25,0,25,*,90,0
2020-21,4,Apr-20,Provider,NT433,BMI - SARUM ROAD HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,*,30,35,0,0,0,0,0,110,*,*,30,35,0,0,0,0,0,110,*
2020-21,4,Apr-20,Provider,NT434,BMI - THE SAXON CLINIC,Y61,EAST OF ENGLAND COMMISSIONING REGION,10,*,15,0,*,0,*,10,170,10,10,*,15,0,*,0,*,10,170,10
2020-21,4,Apr-20,Provider,NT435,BMI - THE SHELBURNE HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2020-21,4,Apr-20,Provider,NT436,BMI - SHIRLEY OAKS HOSPITAL,Y56,LONDON COMMISSIONING REGION,40,0,40,0,0,0,0,0,270,15,40,0,40,0,0,0,0,0,270,15
2020-21,4,Apr-20,Provider,NT437,BMI - THE SLOANE HOSPITAL,Y56,LONDON COMMISSIONING REGION,0,0,0,0,*,0,*,10,135,*,0,0,0,0,*,0,*,10,135,*
2020-21,4,Apr-20,Provider,NT440,BMI - THORNBURY HOSPITAL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,*,*,0,10,0,10,*,210,25,0,*,*,0,10,0,10,*,210,25
2020-21,4,Apr-20,Provider,NT441,BMI - THREE SHIRES HOSPITAL,Y60,MIDLANDS COMMISSIONING REGION,60,95,155,0,*,0,*,*,555,10,60,95,155,0,*,0,*,*,555,10
2020-21,4,Apr-20,Provider,NT443,BMI - THE WINTERBOURNE HOSPITAL,Y58,SOUTH WEST COMMISSIONING REGION,10,15,25,0,*,0,*,0,200,*,10,15,25,0,*,0,*,0,200,*
2020-21,4,Apr-20,Provider,NT445,BMI THE EDGBASTON HOSPITAL,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,*,0,*,10,0,*,0,0,0,0,*,0,*,10,0,*
2020-21,4,Apr-20,Provider,NT446,BMI ST EDMUNDS HOSPITAL,Y61,EAST OF ENGLAND COMMISSIONING REGION,*,15,15,0,0,0,0,0,35,0,*,15,15,0,0,0,0,0,35,0
2020-21,4,Apr-20,Provider,NT447,BMI THE DUCHY HOSPITAL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,*,0,*,0,20,0,20,*,55,0,*,0,*,0,20,0,20,*,55,0
2020-21,4,Apr-20,Provider,NT448,BMI THE HUDDERSFIELD HOSPITAL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,10,0,10,0,0,0,0,0,410,*,10,0,10,0,0,0,0,0,410,*
2020-21,4,Apr-20,Provider,NT449,BMI THE LANCASTER HOSPITAL,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,*,0,*,15,55,*,0,0,0,0,*,0,*,15,55,*
2020-21,4,Apr-20,Provider,NT450,BMI THE LINCOLN HOSPITAL,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,10,*,15,10,130,*,0,0,0,0,10,*,15,10,130,*
2020-21,4,Apr-20,Provider,NT451,BMI THE CAVELL HOSPITAL,Y56,LONDON COMMISSIONING REGION,10,*,10,0,125,*,125,25,275,10,10,*,10,0,125,*,125,25,275,10
2020-21,4,Apr-20,Provider,NT455,BMI MOUNT ALVERNIA HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,20,0,20,0,10,0,10,15,50,*,20,0,20,0,10,0,10,15,50,*
2020-21,4,Apr-20,Provider,NT457,BMI WOODLANDS HOSPITAL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,10,0,10,0,75,*,75,*,440,*,10,0,10,0,75,*,75,*,440,*
2020-21,4,Apr-20,Provider,NT497,BMI GISBURNE PARK HOSPITAL,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,70,0,70,60,250,20,0,0,0,0,70,0,70,60,250,20
2020-21,4,Apr-20,Provider,NTE02,ST HUGH'S HOSPITAL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,0,0,0,0,475,*,0,0,0,0,0,0,0,0,475,*
2020-21,4,Apr-20,Provider,NTP11,SOUTHAMPTON NHS TREATMENT CENTRE,Y59,SOUTH EAST COMMISSIONING REGION,0,*,*,0,10,0,10,0,665,*,0,*,*,0,10,0,10,0,670,*
2020-21,4,Apr-20,Provider,NTP13,BARLBOROUGH NHS TREATMENT CENTRE,Y60,MIDLANDS COMMISSIONING REGION,0,*,*,0,*,0,*,0,155,0,0,*,*,0,*,0,*,0,170,0
2020-21,4,Apr-20,Provider,NTP15,NORTH EAST LONDON TREATMENT CENTRE CARE UK,Y56,LONDON COMMISSIONING REGION,*,0,*,0,0,0,0,0,100,*,*,0,*,0,0,0,0,0,100,*
2020-21,4,Apr-20,Provider,NTP16,WILL ADAMS NHS TREATMENT CENTRE,Y59,SOUTH EAST COMMISSIONING REGION,0,145,145,0,*,0,*,0,20,0,0,145,145,0,*,0,*,0,20,0
2020-21,4,Apr-20,Provider,NTPAD,ST MARY'S NHS TREATMENT CENTRE,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0
2020-21,4,Apr-20,Provider,NTPAE,THE CROFT SHIFA HEALTH CENTRE,Y62,NORTH WEST COMMISSIONING REGION,0,*,*,0,25,0,25,0,1290,0,0,*,*,0,25,0,25,0,1290,0
2020-21,4,Apr-20,Provider,NTPH1,SHEPTON MALLET NHS TREATMENT CENTRE,Y58,SOUTH WEST COMMISSIONING REGION,10,*,10,0,*,10,15,0,145,*,10,*,10,0,*,10,15,0,145,*
2020-21,4,Apr-20,Provider,NTPH2,EMERSONS GREEN NHS TREATMENT CENTRE,Y58,SOUTH WEST COMMISSIONING REGION,10,70,80,0,0,0,0,0,100,0,10,70,80,0,0,0,0,0,100,0
2020-21,4,Apr-20,Provider,NTPH5,PENINSULA NHS TREATMENT CENTRE,Y58,SOUTH WEST COMMISSIONING REGION,*,0,*,0,*,0,*,0,50,*,*,0,*,0,*,0,*,0,50,*
2020-21,4,Apr-20,Provider,NTV01,CSH SURREY (EWELL COURT),Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,100,2025,2125,110,3950,85,0,0,0,0,150,2140,2285,120,4145,90
2020-21,4,Apr-20,Provider,NTV0M,FRIMLEY PARK HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2020-21,4,Apr-20,Provider,NTV0O,WOKING COMMUNITY HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,15,0,*,*,0,*,0,0,0,0,15,*,*,10,0,30,0
2020-21,4,Apr-20,Provider,NTV0S,WALTON COMMUNITY HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,75,0,10,10,0,25,0,0,0,0,75,0,10,10,0,25,0
2020-21,4,Apr-20,Provider,NTV1L,WEYBRIDGE HEALTH CENTRE,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,125,10,20,*
2020-21,4,Apr-20,Provider,NTV1T,ASHFORD & ST PETERS HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,20,45,65,0,50,0,0,0,0,0,20,45,65,0,50,0
2020-21,4,Apr-20,Provider,NTV2A,ASHFORD CLINIC,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,10,0,*,*
2020-21,4,Apr-20,Provider,NTX01,ONE HEALTH GROUP LTD,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,25,0,25,0,525,0,0,0,0,0,25,0,25,0,525,0
2020-21,4,Apr-20,Provider,NTX02,ONE HEALTH GROUP - LINCOLN,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,25,0,25,0,25,0,0,0,0,0,25,0,25,0,25,0
2020-21,4,Apr-20,Provider,NTX03,ONE HEALTH GROUP - SPINE CLINIC - WAKEFIELD,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,35,0,35,0,10,0,0,0,0,0,35,0,35,0,10,0
2020-21,4,Apr-20,Provider,NTX05,ONE HEALTH GROUP-NORMANTON,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,*,0,*,0,*,0,0,0,0,0,*,0,*,0,*,0
2020-21,4,Apr-20,Provider,NTX06,ONE HEALTH GROUP CLINIC - OSSET,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,55,0,55,0,45,0,0,0,0,0,55,0,55,0,45,0
2020-21,4,Apr-20,Provider,NTX09,ONE HEALTH GROUP CLINIC - GAINSBOROUGH,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,*,0,*,0,*,0,0,0,0,0,*,0,*,0,*,0
2020-21,4,Apr-20,Provider,NTX0B,ONE HEALTH GROUP - KINVARA HOSPITAL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,*,0,*,0,*,0,0,0,0,0,*,0,*,0,*,0
2020-21,4,Apr-20,Provider,NTX0E,ONE HEALTH GROUP - WOODLAND DRIVE MEDICAL CENTRE,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,*,0,*,0,10,0,0,0,0,0,*,0,*,0,10,0
2020-21,4,Apr-20,Provider,NTX11,ONE HEALTH GROUP CLINIC - THORNBURY,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,*,*,0,30,0,30,0,80,0,0,*,*,0,30,0,30,0,80,0
2020-21,4,Apr-20,Provider,NTX12,ONE HEALTH GROUP CLINIC - CLAREMONT,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,45,0,45,0,30,0,0,0,0,0,45,0,45,0,30,0
2020-21,4,Apr-20,Provider,NTX19,HUDDERSFIELD HOSPITAL - THE ONE HEALTH GROUP,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,*,0,*,0,10,0,0,0,0,0,*,0,*,0,10,0
2020-21,4,Apr-20,Provider,NTX21,ONE HEALTH GROUP CLINIC - ROTHERHAM,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,*,0,*,0,30,0,0,0,0,0,*,0,*,0,30,0
2020-21,4,Apr-20,Provider,NTX26,ONE HEALTH GROUP - OAKLANDS HEALTH CENTRE,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,*,0,*,0,10,0,0,0,0,0,*,0,*,0,10,0
2020-21,4,Apr-20,Provider,NTX28,ONE HEALTH GROUP CLINIC - CHESTERFIELD,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,20,0,20,0,25,0,0,0,0,0,20,0,20,0,25,0
2020-21,4,Apr-20,Provider,NTX32,ONE HEALTH GROUP - GRANTHAM,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,*,0,*,0,10,0,0,0,0,0,*,0,*,0,10,0
2020-21,4,Apr-20,Provider,NTX50,ONE HEALTH GROUP - DONCASTER CLINIC,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,10,0,10,0,10,0,0,0,0,0,10,0,10,0,10,0
2020-21,4,Apr-20,Provider,NV101,APPLEBY HEALTH CENTRE,Y56,LONDON COMMISSIONING REGION,0,0,0,0,15,0,15,*,0,0,0,0,0,0,15,0,15,*,0,0
2020-21,4,Apr-20,Provider,NV103,BARNET GENERAL HOSPITAL,Y56,LONDON COMMISSIONING REGION,0,0,0,0,*,0,*,0,0,0,0,0,0,0,*,0,*,0,0,0
2020-21,4,Apr-20,Provider,NV104,BINGFIELD PRIMARY CARE CENTRE,Y56,LONDON COMMISSIONING REGION,0,0,0,0,30,0,30,10,0,0,0,0,0,0,30,0,30,10,0,0
2020-21,4,Apr-20,Provider,NV107,BROAD STREET HEALTH CENTRE,Y56,LONDON COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0
2020-21,4,Apr-20,Provider,NV10P,"NORTH WEST CATS - INHEALTH (HYDE ROAD, BELLE VUE)",Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,70,0,70,0,30,*,0,0,0,0,70,0,70,0,30,*
2020-21,4,Apr-20,Provider,NV10T,"NORTH WEST CATS - INHEALTH (STRETFORD LEISURE CENTRE, STRETFORD)",Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,*,0,*,0,40,0,0,0,0,0,*,0,*,0,40,0
2020-21,4,Apr-20,Provider,NV10W,"NORTH WEST CATS - INHEALTH (UNION STREET, ROCHDALE)",Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,110,0,110,0,105,10,0,0,0,0,110,0,110,0,110,10
2020-21,4,Apr-20,Provider,NV10Y,NORTH WEST CATS - INHEALTH PATHWAY MANAGEMENT CENTRE,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,0,20,*,0,0,0,0,0,0,0,0,20,*
2020-21,4,Apr-20,Provider,NV118,LANGTHORNE HEALTH CENTRE,Y56,LONDON COMMISSIONING REGION,0,0,0,0,35,0,35,*,0,0,0,0,0,0,35,0,35,*,0,0
2020-21,4,Apr-20,Provider,NV119,LONDON IMAGING CENTRE,Y56,LONDON COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0
2020-21,4,Apr-20,Provider,NV11D,INHEALTH - PRIME ENDOSCOPY BRISTOL,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,65,0,65,*,25,0,0,0,0,0,65,0,65,*,25,0
2020-21,4,Apr-20,Provider,NV11I,ROYTON HEALTH AND WELLBEING CENTRE,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,30,0,30,0,20,*,0,0,0,0,35,0,35,0,25,*
2020-21,4,Apr-20,Provider,NV11J,INHEALTH - THE HOXTON SURGERY,Y56,LONDON COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0
2020-21,4,Apr-20,Provider,NV11M,NORTH WEST CATS - INHEALTH (ASHTON PRIMARY CARE CENTRE),Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,15,0,15,0,0,0,0,0,0,0,15,0,15,0,0,0
2020-21,4,Apr-20,Provider,NV11S,INHEALTH - LOXFORD POLYCLINIC,Y56,LONDON COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,*,0
2020-21,4,Apr-20,Provider,NV121,LORDSHIP LANE HEALTH CENTRE,Y56,LONDON COMMISSIONING REGION,0,0,0,0,155,0,155,45,*,*,0,0,0,0,155,0,155,45,*,*
2020-21,4,Apr-20,Provider,NV122,MAYDAY UNIVERSITY HOSPITAL,Y56,LONDON COMMISSIONING REGION,0,0,0,0,35,0,35,10,*,0,0,0,0,0,35,0,35,10,*,0
2020-21,4,Apr-20,Provider,NV12C,NORTHBOURNE MEDICAL CENTRE,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,10,0,10,*,0,0,0,0,0,0,10,0,10,*,0,0
2020-21,4,Apr-20,Provider,NV12L,MOULSHAM LODGE SURGERY,Y61,EAST OF ENGLAND COMMISSIONING REGION,0,0,0,0,30,0,30,*,0,0,0,0,0,0,30,0,30,*,0,0
2020-21,4,Apr-20,Provider,NV12N,BIRCHWOOD MEDICAL PRACTICE,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,*,0,*,0,0,0,0,0,0,0,*,0,*,0,0,0
2020-21,4,Apr-20,Provider,NV12O,OXTED HEALTH CENTRE,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,25,0,25,*,0,0,0,0,0,0,25,0,25,*,0,0
2020-21,4,Apr-20,Provider,NV12R,THE BOSTON HEALTH CLINIC,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,10,0,10,*,0,0,0,0,0,0,10,0,10,*,0,0
2020-21,4,Apr-20,Provider,NV12S,THE MARISCO MEDICAL PRACTICE,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,*,0,*,0,0,0,0,0,0,0,*,0,*,0,0,0
2020-21,4,Apr-20,Provider,NV12U,THE JOHNSON COMMUNITY HOSPITAL,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,35,0,35,*,0,0,0,0,0,0,35,0,35,*,0,0
2020-21,4,Apr-20,Provider,NV12V,LOUTH COUNTY HOSPITAL,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,10,0,10,0,0,0,0,0,0,0,10,0,10,0,0,0
2020-21,4,Apr-20,Provider,NV130,THE CENTRE,Y56,LONDON COMMISSIONING REGION,0,0,0,0,10,0,10,0,0,0,0,0,0,0,10,0,10,0,0,0
2020-21,4,Apr-20,Provider,NV13B,PARK SURGERY,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,10,0,10,0,0,0,0,0,0,0,10,0,10,0,0,0
2020-21,4,Apr-20,Provider,NV13D,NORTH WEST CATS - INHEALTH (HODGSON STREET) ASHTON,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,75,0,75,0,55,10,0,0,0,0,75,0,75,0,55,10
2020-21,4,Apr-20,Provider,NV13P,FAIRFIELD MEDICAL CENTRE,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0
2020-21,4,Apr-20,Provider,NV14L,INHEALTH - NYE BEVAN HOUSE,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,*,0,*,0,*,0,0,0,0,0,*,0,*,0,*,0
2020-21,4,Apr-20,Provider,NV14O,INHEALTH - BICESTER COMMUNITY HEALTH CLINIC,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,45,0,45,*,0,0,0,0,0,0,45,0,45,*,0,0
2020-21,4,Apr-20,Provider,NV15D,NORTH WEST CATS - INHEALTH (ALEXANDRA RETAIL PARK OLDHAM),Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,95,0,95,0,40,*,0,0,0,0,95,0,95,0,40,*
2020-21,4,Apr-20,Provider,NV15P,INHEALTH - LIGHTHOUSE MEDICAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,10,0,10,0,0,0,0,0,0,0,10,0,10,0,0,0
2020-21,4,Apr-20,Provider,NV184,KENTISH TOWN HEALTH CENTRE,Y56,LONDON COMMISSIONING REGION,0,0,0,0,70,0,70,15,*,0,0,0,0,0,70,0,70,15,*,0
2020-21,4,Apr-20,Provider,NV198,SUDBURY PCC,Y56,LONDON COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,*,0
2020-21,4,Apr-20,Provider,NV1C8,VISTA INHEALTH,Y56,LONDON COMMISSIONING REGION,0,0,0,0,1055,0,1055,205,90,20,0,0,0,0,1055,0,1055,205,90,20
2020-21,4,Apr-20,Provider,NV1CE,INHEALTH - BERSTED GREEN SURGERY,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,*,0,*,0,0,0,0,0,0,0,*,0,*,0,0,0
2020-21,4,Apr-20,Provider,NV1CG,INHEALTH - THE SURGERY AT AYLESTONE,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,30,0,30,*,0,0,0,0,0,0,30,0,30,*,0,0
2020-21,4,Apr-20,Provider,NV1D5,GRACEFIELDS GARDEN HEALTH CENTRE,Y56,LONDON COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0
2020-21,4,Apr-20,Provider,NV1E0,PETERBOROUGH CITY CARE CENTRE,Y61,EAST OF ENGLAND COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0,10,0
2020-21,4,Apr-20,Provider,NV1E4,ADELAIDE HEALTH CENTRE,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,90,0,90,*,*,*,0,0,0,0,135,0,135,*,10,*
2020-21,4,Apr-20,Provider,NV1E5,THE WESTON LANE CENTRE FOR HEALTHY LIVING,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,95,0,95,*,*,15,0,0,0,0,110,0,110,*,*,15
2020-21,4,Apr-20,Provider,NV1E6,ROYAL SOUTH HANTS HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,165,0,165,15,*,10,0,0,0,0,350,0,350,15,35,10
2020-21,4,Apr-20,Provider,NV1F3,CHADWICK ROAD SURGERY,Y56,LONDON COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0
2020-21,4,Apr-20,Provider,NV1G0,FULHAM HEALTH CLINIC,Y56,LONDON COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0
2020-21,4,Apr-20,Provider,NV1G3,ISLINGTON CENTRAL MEDICAL CENTRE,Y56,LONDON COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0
2020-21,4,Apr-20,Provider,NV1G8,INHEALTH DIAGNOSTICS CENTRE (IDC),Y61,EAST OF ENGLAND COMMISSIONING REGION,0,0,0,0,175,0,175,10,*,0,0,0,0,0,175,0,175,10,*,0
2020-21,4,Apr-20,Provider,NV1H1,SANDWELL GENERAL HOSPITAL,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,15,0,15,*,0,0,0,0,0,0,15,0,15,*,0,0
2020-21,4,Apr-20,Provider,NV1H3,NORTH TYNESIDE HOSPITAL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,*,0,*,0,0,0,0,0,0,0,*,0,*,0,0,0
2020-21,4,Apr-20,Provider,NV1H4,WANSBECK,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,*,0,*,0,0,0,0,0,0,0,*,0,*,0,0,0
2020-21,4,Apr-20,Provider,NV1K3,KINGSTON HOSPITAL,Y56,LONDON COMMISSIONING REGION,0,0,0,0,40,0,40,*,*,0,0,0,0,0,40,0,40,*,*,0
2020-21,4,Apr-20,Provider,NV1L8,OXFORDSHIRE COMMUNITY ENDOSCOPY SERVICE,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,60,0,60,*,0,0,0,0,0,0,60,0,60,*,0,0
2020-21,4,Apr-20,Provider,NV1M3,INHEALTH DIAGNOSTICS (KIRKBURTON),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0
2020-21,4,Apr-20,Provider,NV1MA,INHEALTH GOLDERS GREEN,Y56,LONDON COMMISSIONING REGION,0,0,0,0,480,0,480,115,30,*,0,0,0,0,480,0,480,115,30,*
2020-21,4,Apr-20,Provider,NV1O2,INHEALTH EALING,Y56,LONDON COMMISSIONING REGION,0,0,0,0,95,0,95,25,*,0,0,0,0,0,95,0,95,25,*,0
2020-21,4,Apr-20,Provider,NV1O3,INHEALTH STRATFORD,Y56,LONDON COMMISSIONING REGION,0,0,0,0,460,0,460,155,30,*,0,0,0,0,460,0,460,155,30,*
2020-21,4,Apr-20,Provider,NV1P2,ROSEBERRY MEDICAL CENTRE,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,10,0,10,0,0,0,0,0,0,0,10,0,10,0,0,0
